StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:00+00:00Z,2023-01-01T00:00+00:00Z,10Y1001A1001A65H,MAW,B04,110
2023-01-01T00:00+00:00Z,2023-01-01T01:00+00:00Z,10Y1001A1001A65H,MAW,B04,118
2023-01-01T01:00+00:00Z,2023-01-01T02:00+00:00Z,10Y1001A1001A65H,MAW,B04,117
2023-01-01T02:00+00:00Z,2023-01-01T03:00+00:00Z,10Y1001A1001A65H,MAW,B04,115
2023-01-01T03:00+00:00Z,2023-01-01T04:00+00:00Z,10Y1001A1001A65H,MAW,B04,115
2023-01-01T04:00+00:00Z,2023-01-01T05:00+00:00Z,10Y1001A1001A65H,MAW,B04,115
2023-01-01T05:00+00:00Z,2023-01-01T06:00+00:00Z,10Y1001A1001A65H,MAW,B04,114
2023-01-01T06:00+00:00Z,2023-01-01T07:00+00:00Z,10Y1001A1001A65H,MAW,B04,113
2023-01-01T07:00+00:00Z,2023-01-01T08:00+00:00Z,10Y1001A1001A65H,MAW,B04,114
2023-01-01T08:00+00:00Z,2023-01-01T09:00+00:00Z,10Y1001A1001A65H,MAW,B04,116
2023-01-01T09:00+00:00Z,2023-01-01T10:00+00:00Z,10Y1001A1001A65H,MAW,B04,115
2023-01-01T10:00+00:00Z,2023-01-01T11:00+00:00Z,10Y1001A1001A65H,MAW,B04,114
2023-01-01T11:00+00:00Z,2023-01-01T12:00+00:00Z,10Y1001A1001A65H,MAW,B04,114
2023-01-01T12:00+00:00Z,2023-01-01T13:00+00:00Z,10Y1001A1001A65H,MAW,B04,115
2023-01-01T13:00+00:00Z,2023-01-01T14:00+00:00Z,10Y1001A1001A65H,MAW,B04,124
2023-01-01T14:00+00:00Z,2023-01-01T15:00+00:00Z,10Y1001A1001A65H,MAW,B04,139
2023-01-01T15:00+00:00Z,2023-01-01T16:00+00:00Z,10Y1001A1001A65H,MAW,B04,175
2023-01-01T16:00+00:00Z,2023-01-01T17:00+00:00Z,10Y1001A1001A65H,MAW,B04,174
2023-01-01T17:00+00:00Z,2023-01-01T18:00+00:00Z,10Y1001A1001A65H,MAW,B04,146
2023-01-01T18:00+00:00Z,2023-01-01T19:00+00:00Z,10Y1001A1001A65H,MAW,B04,146
2023-01-01T19:00+00:00Z,2023-01-01T20:00+00:00Z,10Y1001A1001A65H,MAW,B04,139
2023-01-01T20:00+00:00Z,2023-01-01T21:00+00:00Z,10Y1001A1001A65H,MAW,B04,137
2023-01-01T21:00+00:00Z,2023-01-01T22:00+00:00Z,10Y1001A1001A65H,MAW,B04,136
2023-01-01T22:00+00:00Z,2023-01-01T23:00+00:00Z,10Y1001A1001A65H,MAW,B04,150
