StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:00+00:00Z,2023-01-01T00:00+00:00Z,10YSE-1--------K,MAW,B19,5928
2023-01-01T00:00+00:00Z,2023-01-01T01:00+00:00Z,10YSE-1--------K,MAW,B19,5990
2023-01-01T01:00+00:00Z,2023-01-01T02:00+00:00Z,10YSE-1--------K,MAW,B19,6039
2023-01-01T02:00+00:00Z,2023-01-01T03:00+00:00Z,10YSE-1--------K,MAW,B19,5970
2023-01-01T03:00+00:00Z,2023-01-01T04:00+00:00Z,10YSE-1--------K,MAW,B19,5961
2023-01-01T04:00+00:00Z,2023-01-01T05:00+00:00Z,10YSE-1--------K,MAW,B19,5942
2023-01-01T05:00+00:00Z,2023-01-01T06:00+00:00Z,10YSE-1--------K,MAW,B19,6030
2023-01-01T06:00+00:00Z,2023-01-01T07:00+00:00Z,10YSE-1--------K,MAW,B19,6162
2023-01-01T07:00+00:00Z,2023-01-01T08:00+00:00Z,10YSE-1--------K,MAW,B19,6284
2023-01-01T08:00+00:00Z,2023-01-01T09:00+00:00Z,10YSE-1--------K,MAW,B19,6373
2023-01-01T09:00+00:00Z,2023-01-01T10:00+00:00Z,10YSE-1--------K,MAW,B19,6205
2023-01-01T10:00+00:00Z,2023-01-01T11:00+00:00Z,10YSE-1--------K,MAW,B19,6194
2023-01-01T11:00+00:00Z,2023-01-01T12:00+00:00Z,10YSE-1--------K,MAW,B19,6047
2023-01-01T12:00+00:00Z,2023-01-01T13:00+00:00Z,10YSE-1--------K,MAW,B19,6140
2023-01-01T13:00+00:00Z,2023-01-01T14:00+00:00Z,10YSE-1--------K,MAW,B19,6170
2023-01-01T14:00+00:00Z,2023-01-01T15:00+00:00Z,10YSE-1--------K,MAW,B19,6174
2023-01-01T15:00+00:00Z,2023-01-01T16:00+00:00Z,10YSE-1--------K,MAW,B19,6122
2023-01-01T16:00+00:00Z,2023-01-01T17:00+00:00Z,10YSE-1--------K,MAW,B19,6179
2023-01-01T17:00+00:00Z,2023-01-01T18:00+00:00Z,10YSE-1--------K,MAW,B19,5977
2023-01-01T18:00+00:00Z,2023-01-01T19:00+00:00Z,10YSE-1--------K,MAW,B19,5799
2023-01-01T19:00+00:00Z,2023-01-01T20:00+00:00Z,10YSE-1--------K,MAW,B19,5763
2023-01-01T20:00+00:00Z,2023-01-01T21:00+00:00Z,10YSE-1--------K,MAW,B19,5550
2023-01-01T21:00+00:00Z,2023-01-01T22:00+00:00Z,10YSE-1--------K,MAW,B19,5399
2023-01-01T22:00+00:00Z,2023-01-01T23:00+00:00Z,10YSE-1--------K,MAW,B19,5112
