StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:45+00:00Z,2023-01-01T00:00+00:00Z,10YHU-MAVIR----U,MAW,B04,385
2023-01-01T00:00+00:00Z,2023-01-01T00:15+00:00Z,10YHU-MAVIR----U,MAW,B04,373
2023-01-01T00:15+00:00Z,2023-01-01T00:30+00:00Z,10YHU-MAVIR----U,MAW,B04,374
2023-01-01T00:30+00:00Z,2023-01-01T00:45+00:00Z,10YHU-MAVIR----U,MAW,B04,370
2023-01-01T00:45+00:00Z,2023-01-01T01:00+00:00Z,10YHU-MAVIR----U,MAW,B04,328
2023-01-01T01:00+00:00Z,2023-01-01T01:15+00:00Z,10YHU-MAVIR----U,MAW,B04,325
2023-01-01T01:15+00:00Z,2023-01-01T01:30+00:00Z,10YHU-MAVIR----U,MAW,B04,316
2023-01-01T01:30+00:00Z,2023-01-01T01:45+00:00Z,10YHU-MAVIR----U,MAW,B04,276
2023-01-01T01:45+00:00Z,2023-01-01T02:00+00:00Z,10YHU-MAVIR----U,MAW,B04,249
2023-01-01T02:00+00:00Z,2023-01-01T02:15+00:00Z,10YHU-MAVIR----U,MAW,B04,221
2023-01-01T02:15+00:00Z,2023-01-01T02:30+00:00Z,10YHU-MAVIR----U,MAW,B04,177
2023-01-01T02:30+00:00Z,2023-01-01T02:45+00:00Z,10YHU-MAVIR----U,MAW,B04,168
2023-01-01T02:45+00:00Z,2023-01-01T03:00+00:00Z,10YHU-MAVIR----U,MAW,B04,168
2023-01-01T03:00+00:00Z,2023-01-01T03:15+00:00Z,10YHU-MAVIR----U,MAW,B04,253
2023-01-01T03:15+00:00Z,2023-01-01T03:30+00:00Z,10YHU-MAVIR----U,MAW,B04,222
2023-01-01T03:30+00:00Z,2023-01-01T03:45+00:00Z,10YHU-MAVIR----U,MAW,B04,162
2023-01-01T03:45+00:00Z,2023-01-01T04:00+00:00Z,10YHU-MAVIR----U,MAW,B04,162
2023-01-01T04:00+00:00Z,2023-01-01T04:15+00:00Z,10YHU-MAVIR----U,MAW,B04,172
2023-01-01T04:15+00:00Z,2023-01-01T04:30+00:00Z,10YHU-MAVIR----U,MAW,B04,205
2023-01-01T04:30+00:00Z,2023-01-01T04:45+00:00Z,10YHU-MAVIR----U,MAW,B04,238
2023-01-01T04:45+00:00Z,2023-01-01T05:00+00:00Z,10YHU-MAVIR----U,MAW,B04,242
2023-01-01T05:00+00:00Z,2023-01-01T05:15+00:00Z,10YHU-MAVIR----U,MAW,B04,241
2023-01-01T05:15+00:00Z,2023-01-01T05:30+00:00Z,10YHU-MAVIR----U,MAW,B04,253
2023-01-01T05:30+00:00Z,2023-01-01T05:45+00:00Z,10YHU-MAVIR----U,MAW,B04,258
2023-01-01T05:45+00:00Z,2023-01-01T06:00+00:00Z,10YHU-MAVIR----U,MAW,B04,264
2023-01-01T06:00+00:00Z,2023-01-01T06:15+00:00Z,10YHU-MAVIR----U,MAW,B04,328
2023-01-01T06:15+00:00Z,2023-01-01T06:30+00:00Z,10YHU-MAVIR----U,MAW,B04,321
2023-01-01T06:30+00:00Z,2023-01-01T06:45+00:00Z,10YHU-MAVIR----U,MAW,B04,327
2023-01-01T06:45+00:00Z,2023-01-01T07:00+00:00Z,10YHU-MAVIR----U,MAW,B04,317
2023-01-01T07:00+00:00Z,2023-01-01T07:15+00:00Z,10YHU-MAVIR----U,MAW,B04,350
2023-01-01T07:15+00:00Z,2023-01-01T07:30+00:00Z,10YHU-MAVIR----U,MAW,B04,351
2023-01-01T07:30+00:00Z,2023-01-01T07:45+00:00Z,10YHU-MAVIR----U,MAW,B04,350
2023-01-01T07:45+00:00Z,2023-01-01T08:00+00:00Z,10YHU-MAVIR----U,MAW,B04,352
2023-01-01T08:00+00:00Z,2023-01-01T08:15+00:00Z,10YHU-MAVIR----U,MAW,B04,272
2023-01-01T08:15+00:00Z,2023-01-01T08:30+00:00Z,10YHU-MAVIR----U,MAW,B04,278
2023-01-01T08:30+00:00Z,2023-01-01T08:45+00:00Z,10YHU-MAVIR----U,MAW,B04,223
2023-01-01T08:45+00:00Z,2023-01-01T09:00+00:00Z,10YHU-MAVIR----U,MAW,B04,169
2023-01-01T09:00+00:00Z,2023-01-01T09:15+00:00Z,10YHU-MAVIR----U,MAW,B04,266
2023-01-01T09:15+00:00Z,2023-01-01T09:30+00:00Z,10YHU-MAVIR----U,MAW,B04,264
2023-01-01T09:30+00:00Z,2023-01-01T09:45+00:00Z,10YHU-MAVIR----U,MAW,B04,259
2023-01-01T09:45+00:00Z,2023-01-01T10:00+00:00Z,10YHU-MAVIR----U,MAW,B04,271
2023-01-01T10:00+00:00Z,2023-01-01T10:15+00:00Z,10YHU-MAVIR----U,MAW,B04,315
2023-01-01T10:15+00:00Z,2023-01-01T10:30+00:00Z,10YHU-MAVIR----U,MAW,B04,356
2023-01-01T10:30+00:00Z,2023-01-01T10:45+00:00Z,10YHU-MAVIR----U,MAW,B04,356
2023-01-01T10:45+00:00Z,2023-01-01T11:00+00:00Z,10YHU-MAVIR----U,MAW,B04,360
2023-01-01T11:00+00:00Z,2023-01-01T11:15+00:00Z,10YHU-MAVIR----U,MAW,B04,301
2023-01-01T11:15+00:00Z,2023-01-01T11:30+00:00Z,10YHU-MAVIR----U,MAW,B04,322
2023-01-01T11:30+00:00Z,2023-01-01T11:45+00:00Z,10YHU-MAVIR----U,MAW,B04,338
2023-01-01T11:45+00:00Z,2023-01-01T12:00+00:00Z,10YHU-MAVIR----U,MAW,B04,313
2023-01-01T12:00+00:00Z,2023-01-01T12:15+00:00Z,10YHU-MAVIR----U,MAW,B04,354
2023-01-01T12:15+00:00Z,2023-01-01T12:30+00:00Z,10YHU-MAVIR----U,MAW,B04,354
2023-01-01T12:30+00:00Z,2023-01-01T12:45+00:00Z,10YHU-MAVIR----U,MAW,B04,356
2023-01-01T12:45+00:00Z,2023-01-01T13:00+00:00Z,10YHU-MAVIR----U,MAW,B04,354
2023-01-01T13:00+00:00Z,2023-01-01T13:15+00:00Z,10YHU-MAVIR----U,MAW,B04,295
2023-01-01T13:15+00:00Z,2023-01-01T13:30+00:00Z,10YHU-MAVIR----U,MAW,B04,356
2023-01-01T13:30+00:00Z,2023-01-01T13:45+00:00Z,10YHU-MAVIR----U,MAW,B04,365
2023-01-01T13:45+00:00Z,2023-01-01T14:00+00:00Z,10YHU-MAVIR----U,MAW,B04,442
2023-01-01T14:00+00:00Z,2023-01-01T14:15+00:00Z,10YHU-MAVIR----U,MAW,B04,379
2023-01-01T14:15+00:00Z,2023-01-01T14:30+00:00Z,10YHU-MAVIR----U,MAW,B04,374
2023-01-01T14:30+00:00Z,2023-01-01T14:45+00:00Z,10YHU-MAVIR----U,MAW,B04,392
2023-01-01T14:45+00:00Z,2023-01-01T15:00+00:00Z,10YHU-MAVIR----U,MAW,B04,399
2023-01-01T15:00+00:00Z,2023-01-01T15:15+00:00Z,10YHU-MAVIR----U,MAW,B04,350
2023-01-01T15:15+00:00Z,2023-01-01T15:30+00:00Z,10YHU-MAVIR----U,MAW,B04,349
2023-01-01T15:30+00:00Z,2023-01-01T15:45+00:00Z,10YHU-MAVIR----U,MAW,B04,353
2023-01-01T15:45+00:00Z,2023-01-01T16:00+00:00Z,10YHU-MAVIR----U,MAW,B04,354
2023-01-01T16:00+00:00Z,2023-01-01T16:15+00:00Z,10YHU-MAVIR----U,MAW,B04,349
2023-01-01T16:15+00:00Z,2023-01-01T16:30+00:00Z,10YHU-MAVIR----U,MAW,B04,349
2023-01-01T16:30+00:00Z,2023-01-01T16:45+00:00Z,10YHU-MAVIR----U,MAW,B04,349
2023-01-01T16:45+00:00Z,2023-01-01T17:00+00:00Z,10YHU-MAVIR----U,MAW,B04,328
