StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:00+00:00Z,2023-01-01T00:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2932
2023-01-01T00:00+00:00Z,2023-01-01T01:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2921
2023-01-01T01:00+00:00Z,2023-01-01T02:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2820
2023-01-01T02:00+00:00Z,2023-01-01T03:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2764
2023-01-01T03:00+00:00Z,2023-01-01T04:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2785
2023-01-01T04:00+00:00Z,2023-01-01T05:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2760
2023-01-01T05:00+00:00Z,2023-01-01T06:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2771
2023-01-01T06:00+00:00Z,2023-01-01T07:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2788
2023-01-01T07:00+00:00Z,2023-01-01T08:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2783
2023-01-01T08:00+00:00Z,2023-01-01T09:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2834
2023-01-01T09:00+00:00Z,2023-01-01T10:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2820
2023-01-01T10:00+00:00Z,2023-01-01T11:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2792
2023-01-01T11:00+00:00Z,2023-01-01T12:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2791
2023-01-01T12:00+00:00Z,2023-01-01T13:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2792
2023-01-01T13:00+00:00Z,2023-01-01T14:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2782
2023-01-01T14:00+00:00Z,2023-01-01T15:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2798
2023-01-01T15:00+00:00Z,2023-01-01T16:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2763
2023-01-01T16:00+00:00Z,2023-01-01T17:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2793
2023-01-01T17:00+00:00Z,2023-01-01T18:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2777
2023-01-01T18:00+00:00Z,2023-01-01T19:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2819
2023-01-01T19:00+00:00Z,2023-01-01T20:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2843
2023-01-01T20:00+00:00Z,2023-01-01T21:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2879
2023-01-01T21:00+00:00Z,2023-01-01T22:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2898
2023-01-01T22:00+00:00Z,2023-01-01T23:00+00:00Z,10YIT-GRTN-----B,MAW,B05,2953
