StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:45+00:00Z,2023-01-01T00:00+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T00:00+00:00Z,2023-01-01T00:15+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T00:15+00:00Z,2023-01-01T00:30+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T00:30+00:00Z,2023-01-01T00:45+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T00:45+00:00Z,2023-01-01T01:00+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T01:00+00:00Z,2023-01-01T01:15+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T01:15+00:00Z,2023-01-01T01:30+00:00Z,10YES-REE------0,MAW,B10,100
2023-01-01T01:30+00:00Z,2023-01-01T01:45+00:00Z,10YES-REE------0,MAW,B10,164
2023-01-01T01:45+00:00Z,2023-01-01T02:00+00:00Z,10YES-REE------0,MAW,B10,72
2023-01-01T02:00+00:00Z,2023-01-01T02:15+00:00Z,10YES-REE------0,MAW,B10,80
2023-01-01T02:15+00:00Z,2023-01-01T02:30+00:00Z,10YES-REE------0,MAW,B10,120
2023-01-01T02:30+00:00Z,2023-01-01T02:45+00:00Z,10YES-REE------0,MAW,B10,48
2023-01-01T02:45+00:00Z,2023-01-01T03:00+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T03:00+00:00Z,2023-01-01T03:15+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T03:15+00:00Z,2023-01-01T03:30+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T03:30+00:00Z,2023-01-01T03:45+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T03:45+00:00Z,2023-01-01T04:00+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T04:00+00:00Z,2023-01-01T04:15+00:00Z,10YES-REE------0,MAW,B10,0
2023-01-01T04:15+00:00Z,2023-01-01T04:30+00:00Z,10YES-REE------0,MAW,B10,72
2023-01-01T04:30+00:00Z,2023-01-01T04:45+00:00Z,10YES-REE------0,MAW,B10,88
2023-01-01T04:45+00:00Z,2023-01-01T05:00+00:00Z,10YES-REE------0,MAW,B10,84
2023-01-01T05:00+00:00Z,2023-01-01T05:15+00:00Z,10YES-REE------0,MAW,B10,72
2023-01-01T05:15+00:00Z,2023-01-01T05:30+00:00Z,10YES-REE------0,MAW,B10,68
