StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:00+00:00Z,2023-01-01T00:00+00:00Z,10YPL-AREA-----S,MAW,B03,53
2023-01-01T00:00+00:00Z,2023-01-01T01:00+00:00Z,10YPL-AREA-----S,MAW,B03,52
2023-01-01T01:00+00:00Z,2023-01-01T02:00+00:00Z,10YPL-AREA-----S,MAW,B03,53
2023-01-01T02:00+00:00Z,2023-01-01T03:00+00:00Z,10YPL-AREA-----S,MAW,B03,52
2023-01-01T03:00+00:00Z,2023-01-01T04:00+00:00Z,10YPL-AREA-----S,MAW,B03,51
2023-01-01T04:00+00:00Z,2023-01-01T05:00+00:00Z,10YPL-AREA-----S,MAW,B03,47
2023-01-01T05:00+00:00Z,2023-01-01T06:00+00:00Z,10YPL-AREA-----S,MAW,B03,49
2023-01-01T06:00+00:00Z,2023-01-01T07:00+00:00Z,10YPL-AREA-----S,MAW,B03,49
2023-01-01T07:00+00:00Z,2023-01-01T08:00+00:00Z,10YPL-AREA-----S,MAW,B03,50
2023-01-01T08:00+00:00Z,2023-01-01T09:00+00:00Z,10YPL-AREA-----S,MAW,B03,52
2023-01-01T09:00+00:00Z,2023-01-01T10:00+00:00Z,10YPL-AREA-----S,MAW,B03,52
2023-01-01T10:00+00:00Z,2023-01-01T11:00+00:00Z,10YPL-AREA-----S,MAW,B03,52
2023-01-01T11:00+00:00Z,2023-01-01T12:00+00:00Z,10YPL-AREA-----S,MAW,B03,52
2023-01-01T12:00+00:00Z,2023-01-01T13:00+00:00Z,10YPL-AREA-----S,MAW,B03,52
2023-01-01T13:00+00:00Z,2023-01-01T14:00+00:00Z,10YPL-AREA-----S,MAW,B03,50
2023-01-01T14:00+00:00Z,2023-01-01T15:00+00:00Z,10YPL-AREA-----S,MAW,B03,46
2023-01-01T15:00+00:00Z,2023-01-01T16:00+00:00Z,10YPL-AREA-----S,MAW,B03,44
2023-01-01T16:00+00:00Z,2023-01-01T17:00+00:00Z,10YPL-AREA-----S,MAW,B03,45
2023-01-01T17:00+00:00Z,2023-01-01T18:00+00:00Z,10YPL-AREA-----S,MAW,B03,45
2023-01-01T18:00+00:00Z,2023-01-01T19:00+00:00Z,10YPL-AREA-----S,MAW,B03,48
2023-01-01T19:00+00:00Z,2023-01-01T20:00+00:00Z,10YPL-AREA-----S,MAW,B03,49
2023-01-01T20:00+00:00Z,2023-01-01T21:00+00:00Z,10YPL-AREA-----S,MAW,B03,47
2023-01-01T21:00+00:00Z,2023-01-01T22:00+00:00Z,10YPL-AREA-----S,MAW,B03,49
2023-01-01T22:00+00:00Z,2023-01-01T23:00+00:00Z,10YPL-AREA-----S,MAW,B03,51
