StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:00+00:00Z,2023-01-01T00:00+00:00Z,10Y1001A1001A65H,MAW,B05,223
2023-01-01T00:00+00:00Z,2023-01-01T01:00+00:00Z,10Y1001A1001A65H,MAW,B05,230
2023-01-01T01:00+00:00Z,2023-01-01T02:00+00:00Z,10Y1001A1001A65H,MAW,B05,228
2023-01-01T02:00+00:00Z,2023-01-01T03:00+00:00Z,10Y1001A1001A65H,MAW,B05,231
2023-01-01T03:00+00:00Z,2023-01-01T04:00+00:00Z,10Y1001A1001A65H,MAW,B05,226
2023-01-01T04:00+00:00Z,2023-01-01T05:00+00:00Z,10Y1001A1001A65H,MAW,B05,226
2023-01-01T05:00+00:00Z,2023-01-01T06:00+00:00Z,10Y1001A1001A65H,MAW,B05,225
2023-01-01T06:00+00:00Z,2023-01-01T07:00+00:00Z,10Y1001A1001A65H,MAW,B05,225
2023-01-01T07:00+00:00Z,2023-01-01T08:00+00:00Z,10Y1001A1001A65H,MAW,B05,227
2023-01-01T08:00+00:00Z,2023-01-01T09:00+00:00Z,10Y1001A1001A65H,MAW,B05,230
2023-01-01T09:00+00:00Z,2023-01-01T10:00+00:00Z,10Y1001A1001A65H,MAW,B05,228
2023-01-01T10:00+00:00Z,2023-01-01T11:00+00:00Z,10Y1001A1001A65H,MAW,B05,227
2023-01-01T11:00+00:00Z,2023-01-01T12:00+00:00Z,10Y1001A1001A65H,MAW,B05,324
2023-01-01T12:00+00:00Z,2023-01-01T13:00+00:00Z,10Y1001A1001A65H,MAW,B05,334
2023-01-01T13:00+00:00Z,2023-01-01T14:00+00:00Z,10Y1001A1001A65H,MAW,B05,356
2023-01-01T14:00+00:00Z,2023-01-01T15:00+00:00Z,10Y1001A1001A65H,MAW,B05,448
2023-01-01T15:00+00:00Z,2023-01-01T16:00+00:00Z,10Y1001A1001A65H,MAW,B05,572
2023-01-01T16:00+00:00Z,2023-01-01T17:00+00:00Z,10Y1001A1001A65H,MAW,B05,591
2023-01-01T17:00+00:00Z,2023-01-01T18:00+00:00Z,10Y1001A1001A65H,MAW,B05,471
2023-01-01T18:00+00:00Z,2023-01-01T19:00+00:00Z,10Y1001A1001A65H,MAW,B05,441
2023-01-01T19:00+00:00Z,2023-01-01T20:00+00:00Z,10Y1001A1001A65H,MAW,B05,412
2023-01-01T20:00+00:00Z,2023-01-01T21:00+00:00Z,10Y1001A1001A65H,MAW,B05,380
2023-01-01T21:00+00:00Z,2023-01-01T22:00+00:00Z,10Y1001A1001A65H,MAW,B05,369
2023-01-01T22:00+00:00Z,2023-01-01T23:00+00:00Z,10Y1001A1001A65H,MAW,B05,368
