StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:45+00:00Z,2023-01-01T00:00+00:00Z,10Y1001A1001A83F,MAW,B04,1565
2023-01-01T00:00+00:00Z,2023-01-01T00:15+00:00Z,10Y1001A1001A83F,MAW,B04,1558
2023-01-01T00:15+00:00Z,2023-01-01T00:30+00:00Z,10Y1001A1001A83F,MAW,B04,1575
2023-01-01T00:30+00:00Z,2023-01-01T00:45+00:00Z,10Y1001A1001A83F,MAW,B04,1574
2023-01-01T00:45+00:00Z,2023-01-01T01:00+00:00Z,10Y1001A1001A83F,MAW,B04,1566
2023-01-01T01:00+00:00Z,2023-01-01T01:15+00:00Z,10Y1001A1001A83F,MAW,B04,1578
2023-01-01T01:15+00:00Z,2023-01-01T01:30+00:00Z,10Y1001A1001A83F,MAW,B04,1578
2023-01-01T01:30+00:00Z,2023-01-01T01:45+00:00Z,10Y1001A1001A83F,MAW,B04,1564
2023-01-01T01:45+00:00Z,2023-01-01T02:00+00:00Z,10Y1001A1001A83F,MAW,B04,1545
2023-01-01T02:00+00:00Z,2023-01-01T02:15+00:00Z,10Y1001A1001A83F,MAW,B04,1581
2023-01-01T02:15+00:00Z,2023-01-01T02:30+00:00Z,10Y1001A1001A83F,MAW,B04,1565
2023-01-01T02:30+00:00Z,2023-01-01T02:45+00:00Z,10Y1001A1001A83F,MAW,B04,1568
2023-01-01T02:45+00:00Z,2023-01-01T03:00+00:00Z,10Y1001A1001A83F,MAW,B04,1571
2023-01-01T03:00+00:00Z,2023-01-01T03:15+00:00Z,10Y1001A1001A83F,MAW,B04,1569
2023-01-01T03:15+00:00Z,2023-01-01T03:30+00:00Z,10Y1001A1001A83F,MAW,B04,1570
2023-01-01T03:30+00:00Z,2023-01-01T03:45+00:00Z,10Y1001A1001A83F,MAW,B04,1492
2023-01-01T03:45+00:00Z,2023-01-01T04:00+00:00Z,10Y1001A1001A83F,MAW,B04,1504
2023-01-01T04:00+00:00Z,2023-01-01T04:15+00:00Z,10Y1001A1001A83F,MAW,B04,1552
2023-01-01T04:15+00:00Z,2023-01-01T04:30+00:00Z,10Y1001A1001A83F,MAW,B04,1544
2023-01-01T04:30+00:00Z,2023-01-01T04:45+00:00Z,10Y1001A1001A83F,MAW,B04,1559
2023-01-01T04:45+00:00Z,2023-01-01T05:00+00:00Z,10Y1001A1001A83F,MAW,B04,1568
2023-01-01T05:00+00:00Z,2023-01-01T05:15+00:00Z,10Y1001A1001A83F,MAW,B04,1577
2023-01-01T05:15+00:00Z,2023-01-01T05:30+00:00Z,10Y1001A1001A83F,MAW,B04,1581
2023-01-01T05:30+00:00Z,2023-01-01T05:45+00:00Z,10Y1001A1001A83F,MAW,B04,1583
2023-01-01T05:45+00:00Z,2023-01-01T06:00+00:00Z,10Y1001A1001A83F,MAW,B04,1559
2023-01-01T06:00+00:00Z,2023-01-01T06:15+00:00Z,10Y1001A1001A83F,MAW,B04,1575
2023-01-01T06:15+00:00Z,2023-01-01T06:30+00:00Z,10Y1001A1001A83F,MAW,B04,1575
2023-01-01T06:30+00:00Z,2023-01-01T06:45+00:00Z,10Y1001A1001A83F,MAW,B04,1567
2023-01-01T06:45+00:00Z,2023-01-01T07:00+00:00Z,10Y1001A1001A83F,MAW,B04,1568
2023-01-01T07:00+00:00Z,2023-01-01T07:15+00:00Z,10Y1001A1001A83F,MAW,B04,1568
2023-01-01T07:15+00:00Z,2023-01-01T07:30+00:00Z,10Y1001A1001A83F,MAW,B04,1567
2023-01-01T07:30+00:00Z,2023-01-01T07:45+00:00Z,10Y1001A1001A83F,MAW,B04,1552
2023-01-01T07:45+00:00Z,2023-01-01T08:00+00:00Z,10Y1001A1001A83F,MAW,B04,1556
2023-01-01T08:00+00:00Z,2023-01-01T08:15+00:00Z,10Y1001A1001A83F,MAW,B04,1558
2023-01-01T08:15+00:00Z,2023-01-01T08:30+00:00Z,10Y1001A1001A83F,MAW,B04,1535
2023-01-01T08:30+00:00Z,2023-01-01T08:45+00:00Z,10Y1001A1001A83F,MAW,B04,1533
2023-01-01T08:45+00:00Z,2023-01-01T09:00+00:00Z,10Y1001A1001A83F,MAW,B04,1535
2023-01-01T09:00+00:00Z,2023-01-01T09:15+00:00Z,10Y1001A1001A83F,MAW,B04,1534
2023-01-01T09:15+00:00Z,2023-01-01T09:30+00:00Z,10Y1001A1001A83F,MAW,B04,1529
2023-01-01T09:30+00:00Z,2023-01-01T09:45+00:00Z,10Y1001A1001A83F,MAW,B04,1526
2023-01-01T09:45+00:00Z,2023-01-01T10:00+00:00Z,10Y1001A1001A83F,MAW,B04,1529
2023-01-01T10:00+00:00Z,2023-01-01T10:15+00:00Z,10Y1001A1001A83F,MAW,B04,1536
2023-01-01T10:15+00:00Z,2023-01-01T10:30+00:00Z,10Y1001A1001A83F,MAW,B04,1533
2023-01-01T10:30+00:00Z,2023-01-01T10:45+00:00Z,10Y1001A1001A83F,MAW,B04,1528
