StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:30+00:00Z,2023-01-01T00:00+00:00Z,10Y1001A1001A92E,MAW,B04,222
2023-01-01T00:00+00:00Z,2023-01-01T00:30+00:00Z,10Y1001A1001A92E,MAW,B04,220
2023-01-01T00:30+00:00Z,2023-01-01T01:00+00:00Z,10Y1001A1001A92E,MAW,B04,219
2023-01-01T01:00+00:00Z,2023-01-01T01:30+00:00Z,10Y1001A1001A92E,MAW,B04,218
2023-01-01T01:30+00:00Z,2023-01-01T02:00+00:00Z,10Y1001A1001A92E,MAW,B04,226
2023-01-01T02:00+00:00Z,2023-01-01T02:30+00:00Z,10Y1001A1001A92E,MAW,B04,221
2023-01-01T02:30+00:00Z,2023-01-01T03:00+00:00Z,10Y1001A1001A92E,MAW,B04,220
2023-01-01T03:00+00:00Z,2023-01-01T03:30+00:00Z,10Y1001A1001A92E,MAW,B04,224
2023-01-01T03:30+00:00Z,2023-01-01T04:00+00:00Z,10Y1001A1001A92E,MAW,B04,222
2023-01-01T04:00+00:00Z,2023-01-01T04:30+00:00Z,10Y1001A1001A92E,MAW,B04,216
2023-01-01T04:30+00:00Z,2023-01-01T05:00+00:00Z,10Y1001A1001A92E,MAW,B04,217
2023-01-01T05:00+00:00Z,2023-01-01T05:30+00:00Z,10Y1001A1001A92E,MAW,B04,212
2023-01-01T05:30+00:00Z,2023-01-01T06:00+00:00Z,10Y1001A1001A92E,MAW,B04,219
2023-01-01T06:00+00:00Z,2023-01-01T06:30+00:00Z,10Y1001A1001A92E,MAW,B04,237
2023-01-01T06:30+00:00Z,2023-01-01T07:00+00:00Z,10Y1001A1001A92E,MAW,B04,239
2023-01-01T07:00+00:00Z,2023-01-01T07:30+00:00Z,10Y1001A1001A92E,MAW,B04,220
2023-01-01T07:30+00:00Z,2023-01-01T08:00+00:00Z,10Y1001A1001A92E,MAW,B04,216
2023-01-01T08:00+00:00Z,2023-01-01T08:30+00:00Z,10Y1001A1001A92E,MAW,B04,224
2023-01-01T08:30+00:00Z,2023-01-01T09:00+00:00Z,10Y1001A1001A92E,MAW,B04,235
2023-01-01T09:00+00:00Z,2023-01-01T09:30+00:00Z,10Y1001A1001A92E,MAW,B04,247
2023-01-01T09:30+00:00Z,2023-01-01T10:00+00:00Z,10Y1001A1001A92E,MAW,B04,248
2023-01-01T10:00+00:00Z,2023-01-01T10:30+00:00Z,10Y1001A1001A92E,MAW,B04,244
2023-01-01T10:30+00:00Z,2023-01-01T11:00+00:00Z,10Y1001A1001A92E,MAW,B04,219
2023-01-01T11:00+00:00Z,2023-01-01T11:30+00:00Z,10Y1001A1001A92E,MAW,B04,228
2023-01-01T12:30+00:00Z,2023-01-01T13:00+00:00Z,10Y1001A1001A92E,MAW,B04,310
2023-01-01T13:00+00:00Z,2023-01-01T13:30+00:00Z,10Y1001A1001A92E,MAW,B04,303
2023-01-01T13:30+00:00Z,2023-01-01T14:00+00:00Z,10Y1001A1001A92E,MAW,B04,300
2023-01-01T14:00+00:00Z,2023-01-01T14:30+00:00Z,10Y1001A1001A92E,MAW,B04,291
2023-01-01T14:30+00:00Z,2023-01-01T15:00+00:00Z,10Y1001A1001A92E,MAW,B04,276
2023-01-01T15:00+00:00Z,2023-01-01T15:30+00:00Z,10Y1001A1001A92E,MAW,B04,280
2023-01-01T15:30+00:00Z,2023-01-01T16:00+00:00Z,10Y1001A1001A92E,MAW,B04,284
2023-01-01T16:00+00:00Z,2023-01-01T16:30+00:00Z,10Y1001A1001A92E,MAW,B04,287
2023-01-01T16:30+00:00Z,2023-01-01T17:00+00:00Z,10Y1001A1001A92E,MAW,B04,282
2023-01-01T17:00+00:00Z,2023-01-01T17:30+00:00Z,10Y1001A1001A92E,MAW,B04,278
2023-01-01T17:30+00:00Z,2023-01-01T18:00+00:00Z,10Y1001A1001A92E,MAW,B04,276
2023-01-01T18:00+00:00Z,2023-01-01T18:30+00:00Z,10Y1001A1001A92E,MAW,B04,276
2023-01-01T18:30+00:00Z,2023-01-01T19:00+00:00Z,10Y1001A1001A92E,MAW,B04,274
2023-01-01T19:00+00:00Z,2023-01-01T19:30+00:00Z,10Y1001A1001A92E,MAW,B04,274
2023-01-01T19:30+00:00Z,2023-01-01T20:00+00:00Z,10Y1001A1001A92E,MAW,B04,274
2023-01-01T20:00+00:00Z,2023-01-01T20:30+00:00Z,10Y1001A1001A92E,MAW,B04,223
2023-01-01T20:30+00:00Z,2023-01-01T21:00+00:00Z,10Y1001A1001A92E,MAW,B04,238
2023-01-01T21:00+00:00Z,2023-01-01T21:30+00:00Z,10Y1001A1001A92E,MAW,B04,236
2023-01-01T21:30+00:00Z,2023-01-01T22:00+00:00Z,10Y1001A1001A92E,MAW,B04,252
2023-01-01T22:00+00:00Z,2023-01-01T22:30+00:00Z,10Y1001A1001A92E,MAW,B04,261
2023-01-01T22:30+00:00Z,2023-01-01T23:00+00:00Z,10Y1001A1001A92E,MAW,B04,234
2023-01-01T23:00+00:00Z,2023-01-01T23:30+00:00Z,10Y1001A1001A92E,MAW,B04,216
2022-12-31T23:30+00:00Z,2023-01-01T00:00+00:00Z,,MAW,B04,0
2023-01-01T00:00+00:00Z,2023-01-01T00:30+00:00Z,,MAW,B04,0
2023-01-01T00:30+00:00Z,2023-01-01T01:00+00:00Z,,MAW,B04,0
2023-01-01T01:00+00:00Z,2023-01-01T01:30+00:00Z,,MAW,B04,0
2023-01-01T01:30+00:00Z,2023-01-01T02:00+00:00Z,,MAW,B04,0
2023-01-01T02:00+00:00Z,2023-01-01T02:30+00:00Z,,MAW,B04,0
2023-01-01T02:30+00:00Z,2023-01-01T03:00+00:00Z,,MAW,B04,0
2023-01-01T03:00+00:00Z,2023-01-01T03:30+00:00Z,,MAW,B04,0
2023-01-01T03:30+00:00Z,2023-01-01T04:00+00:00Z,,MAW,B04,0
2023-01-01T04:00+00:00Z,2023-01-01T04:30+00:00Z,,MAW,B04,0
2023-01-01T04:30+00:00Z,2023-01-01T05:00+00:00Z,,MAW,B04,0
2023-01-01T05:00+00:00Z,2023-01-01T05:30+00:00Z,,MAW,B04,0
2023-01-01T05:30+00:00Z,2023-01-01T06:00+00:00Z,,MAW,B04,0
2023-01-01T06:00+00:00Z,2023-01-01T06:30+00:00Z,,MAW,B04,0
2023-01-01T06:30+00:00Z,2023-01-01T07:00+00:00Z,,MAW,B04,0
2023-01-01T07:00+00:00Z,2023-01-01T07:30+00:00Z,,MAW,B04,0
2023-01-01T07:30+00:00Z,2023-01-01T08:00+00:00Z,,MAW,B04,0
2023-01-01T08:00+00:00Z,2023-01-01T08:30+00:00Z,,MAW,B04,0
2023-01-01T08:30+00:00Z,2023-01-01T09:00+00:00Z,,MAW,B04,0
2023-01-01T09:00+00:00Z,2023-01-01T09:30+00:00Z,,MAW,B04,0
2023-01-01T09:30+00:00Z,2023-01-01T10:00+00:00Z,,MAW,B04,0
2023-01-01T10:00+00:00Z,2023-01-01T10:30+00:00Z,,MAW,B04,0
2023-01-01T10:30+00:00Z,2023-01-01T11:00+00:00Z,,MAW,B04,0
2023-01-01T11:00+00:00Z,2023-01-01T11:30+00:00Z,,MAW,B04,0
2023-01-01T12:30+00:00Z,2023-01-01T13:00+00:00Z,,MAW,B04,0
2023-01-01T13:00+00:00Z,2023-01-01T13:30+00:00Z,,MAW,B04,0
2023-01-01T13:30+00:00Z,2023-01-01T14:00+00:00Z,,MAW,B04,0
2023-01-01T14:00+00:00Z,2023-01-01T14:30+00:00Z,,MAW,B04,0
2023-01-01T14:30+00:00Z,2023-01-01T15:00+00:00Z,,MAW,B04,0
2023-01-01T15:00+00:00Z,2023-01-01T15:30+00:00Z,,MAW,B04,0
2023-01-01T15:30+00:00Z,2023-01-01T16:00+00:00Z,,MAW,B04,0
2023-01-01T16:00+00:00Z,2023-01-01T16:30+00:00Z,,MAW,B04,0
2023-01-01T16:30+00:00Z,2023-01-01T17:00+00:00Z,,MAW,B04,0
2023-01-01T17:00+00:00Z,2023-01-01T17:30+00:00Z,,MAW,B04,0
2023-01-01T17:30+00:00Z,2023-01-01T18:00+00:00Z,,MAW,B04,0
2023-01-01T18:00+00:00Z,2023-01-01T18:30+00:00Z,,MAW,B04,0
2023-01-01T18:30+00:00Z,2023-01-01T19:00+00:00Z,,MAW,B04,0
2023-01-01T19:00+00:00Z,2023-01-01T19:30+00:00Z,,MAW,B04,0
2023-01-01T19:30+00:00Z,2023-01-01T20:00+00:00Z,,MAW,B04,0
2023-01-01T20:00+00:00Z,2023-01-01T20:30+00:00Z,,MAW,B04,0
2023-01-01T20:30+00:00Z,2023-01-01T21:00+00:00Z,,MAW,B04,0
2023-01-01T21:00+00:00Z,2023-01-01T21:30+00:00Z,,MAW,B04,0
2023-01-01T21:30+00:00Z,2023-01-01T22:00+00:00Z,,MAW,B04,0
2023-01-01T22:00+00:00Z,2023-01-01T22:30+00:00Z,,MAW,B04,0
2023-01-01T22:30+00:00Z,2023-01-01T23:00+00:00Z,,MAW,B04,0
2023-01-01T23:00+00:00Z,2023-01-01T23:30+00:00Z,,MAW,B04,0
