StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-12-31T23:00+00:00Z,2023-01-01T00:00+00:00Z,10YSE-1--------K,MAW,B20,659
2023-01-01T00:00+00:00Z,2023-01-01T01:00+00:00Z,10YSE-1--------K,MAW,B20,658
2023-01-01T01:00+00:00Z,2023-01-01T02:00+00:00Z,10YSE-1--------K,MAW,B20,659
2023-01-01T02:00+00:00Z,2023-01-01T03:00+00:00Z,10YSE-1--------K,MAW,B20,670
2023-01-01T03:00+00:00Z,2023-01-01T04:00+00:00Z,10YSE-1--------K,MAW,B20,671
2023-01-01T04:00+00:00Z,2023-01-01T05:00+00:00Z,10YSE-1--------K,MAW,B20,668
2023-01-01T05:00+00:00Z,2023-01-01T06:00+00:00Z,10YSE-1--------K,MAW,B20,677
2023-01-01T06:00+00:00Z,2023-01-01T07:00+00:00Z,10YSE-1--------K,MAW,B20,720
2023-01-01T07:00+00:00Z,2023-01-01T08:00+00:00Z,10YSE-1--------K,MAW,B20,746
2023-01-01T08:00+00:00Z,2023-01-01T09:00+00:00Z,10YSE-1--------K,MAW,B20,761
2023-01-01T09:00+00:00Z,2023-01-01T10:00+00:00Z,10YSE-1--------K,MAW,B20,751
2023-01-01T10:00+00:00Z,2023-01-01T11:00+00:00Z,10YSE-1--------K,MAW,B20,797
2023-01-01T11:00+00:00Z,2023-01-01T12:00+00:00Z,10YSE-1--------K,MAW,B20,829
2023-01-01T12:00+00:00Z,2023-01-01T13:00+00:00Z,10YSE-1--------K,MAW,B20,904
2023-01-01T13:00+00:00Z,2023-01-01T14:00+00:00Z,10YSE-1--------K,MAW,B20,1026
2023-01-01T14:00+00:00Z,2023-01-01T15:00+00:00Z,10YSE-1--------K,MAW,B20,1065
2023-01-01T15:00+00:00Z,2023-01-01T16:00+00:00Z,10YSE-1--------K,MAW,B20,1074
2023-01-01T16:00+00:00Z,2023-01-01T17:00+00:00Z,10YSE-1--------K,MAW,B20,955
2023-01-01T17:00+00:00Z,2023-01-01T18:00+00:00Z,10YSE-1--------K,MAW,B20,953
2023-01-01T18:00+00:00Z,2023-01-01T19:00+00:00Z,10YSE-1--------K,MAW,B20,891
2023-01-01T19:00+00:00Z,2023-01-01T20:00+00:00Z,10YSE-1--------K,MAW,B20,888
2023-01-01T20:00+00:00Z,2023-01-01T21:00+00:00Z,10YSE-1--------K,MAW,B20,895
2023-01-01T21:00+00:00Z,2023-01-01T22:00+00:00Z,10YSE-1--------K,MAW,B20,880
2023-01-01T22:00+00:00Z,2023-01-01T23:00+00:00Z,10YSE-1--------K,MAW,B20,882
